brand,skucode,upc,description,verbose_description,size,wholesale_price,retail_price
TWINLAB,TW0644,027434011020,GENUINE BREW YEAST 18 OZ,Brewers Yeast Powder,18 oz,9.26,15.42
TWINLAB,TW0389,027434004282,GLUCOSAMINE SULFATE 90C,Glucosamine Sulfate 750mg,90 capsule,28.44,47.4
TWINLAB,TW0295,027434004213,GLUTAMINE FUEL 120C,Glutamine Fuel,120 capsule,20.42,34.03
TWINLAB,TW1098,027434019675,GLUTAMINE FUEL POWDER 18 OZ,Glutamine Fuel Powder,18 oz,45.78,76.3
TWINLAB,TW1444,027434040822,GLUTAMINE FUEL POWDER 300GM,Glutamine Fuel Powder,300 gm,15.85,26.49
TWINLAB,TW0296,027434004190,GLUTAMINE FUEL PWDR 4OZ,Glutamine Fuel Powder,4 oz,19.6,32.67
TWINLAB,TW0839,027434040068,GN FUEL 1000 CHOC 6.17LB,Gainer's Fuel 1000 Chocolate,6.17 lb,29.06,48.43
TWINLAB,TW0840,027434040075,GN FUEL 1000 VAN 6.17LB,Gainer's Fuel 1000 Vanilla,6.17 lb,29.06,48.43
TWINLAB,TW0371,027434004695,GRAPE SEED EXT 100MG 60C,Grape Seed Extract 100mg,60 capsule,22.46,37.43
TWINLAB,TW0369,027434004671,GRAPE SEED EXTRACT 50MG 60C,Grape Seed Extract 50mg,60 capsule,12.54,20.9
TWINLAB,TW0017,027434016414,HAIR FACTORS 100T,Hair Factors,100 tablet,17.61,35.23
TWINLAB,TW1421,027434039116,HMB FUEL 60CAP,HMB Fuel,60 capsule,37.62,62.7
TWINLAB,TW1150,027434017534,HORNY GOAT WEED 60C,Horny Goat Weed,60 capsule,16.31,27.18
TWINLAB,TW1266,027434041010,IMMUNITY BOOSTER 90C,Immunity Booster,90 capsule,15,25.35
TWINLAB,TW0006,027434009096,INFANT CARE MULTI  1.7OZ,Infant Care Multi Vitamin Drops w/DHA,1.7 oz,7.56,15.12
TWINLAB,TW0442,027434006224,INOSITOL 500MG 100C,Inositol 500mg,100 capsule,8.27,16.53
TWINLAB,TW1408,027434039710,INVISIWHEY PROTEIN 1LB,InvisiWhey Protein,1 lb,17.9,29.99
TWINLAB,TW0319,027434010184,IRON 18MG 100C,Iron 18mg,100 capsule,3.28,6.56
TWINLAB,TW1445,027434040754,ISOWHEY FUEL CHOCOLATE 2LB,IsoWhey Fuel Chocolate,2 lb,40.37,67.28
TWINLAB,TW1388,027434036764,ISOWHEY FUEL ORANGE-MANGO 2LB,IsoWhey Fuel Orange-Mango,2 lb,37.68,67.28
TWINLAB,TW1389,027434036771,ISOWHEY FUEL STRAWBRY-KIWI 2LB,IsoWhey Fuel Strawberry-Kiwi,2 lb,37.68,67.28
TWINLAB,TW1446,027434040761,ISOWHEY FUEL VANILLA 2LB,IsoWhey Fuel Vanilla,2 lb,40.37,67.28
TWINLAB,TW0508,027434011310,JOINT FUEL 120C,Joint Fuel,120 capsule,42.51,70.85
TWINLAB,TW0747,027434013857,JOINT FUEL LIQ CONCEN 16OZ,Joint Fuel Liquid Concentrate,16 oz,21.63,36.05
TWINLAB,TW1431,027434040969,KRILL OMEGA FUEL 50SG,Krill Omega Fuel,50 softgel,22.79,37.98
TWINLAB,TW1395,027434037662,L-ARGININE FUEL 500MG 90CAP,L-Arginine Fuel 500mg,90 capsule,11.04,18.39
TWINLAB,TW0184,027434001175,L-ARGININE L-ORNITHIN 100C,L-Arginine & L-Ornithine,100 capsule,13.2,26.41
TWINLAB,TW1396,027434037679,L-ARGININE/L-ORNITHINE FUEL90C,L-Arginine/L-Orithine Fuel,90 capsule,18.8,31.33
TWINLAB,TW0107,027434001113,L-ARGININE500MG 100C,L-Arginine 500mg,100 capsule,7.99,15.99
TWINLAB,TW0141,027434001205,L-CARNITINE 250MG 60C,L-Carnitine 250mg,60 capsule,16.26,32.53
TWINLAB,TW0374,027434004275,L-CARNITINE 90C,L-Carnitine 250mg,90 capsule,23.12,46.25
TWINLAB,TW0119,027434001229,L-CYSTEINE500MG 60C,L-Cysteine 500mg,60 capsule,10.46,20.9
TWINLAB,TW0135,027434001304,L-GLUTAMINE 500MG 100C,L-Glutamine 500mg,100 capsule,11.03,22.04
TWINLAB,TW0811,027434002097,L-GLUTATHIONE 100MG 60C,L-Glutathione 100mg,60 capsule,11.85,23.71
TWINLAB,TW0139,027434001373,L-HISTIDINE 500MG 60T,L-Histidine 500mg,60 tablet,12.13,24.24
TWINLAB,TW0146,027434001410,L-LYSINE 500MG 100C,L-Lysine 500mg,100 capsule,5.52,10.97
TWINLAB,TW0149,027434001441,L-METHIONINE 500MG 30C,L-Methionine 500mg,30 capsule,5.51,11.01
TWINLAB,TW0151,027434001472,L-ORNITHINE 500MG 100C,L-Ornithine 500mg,100 capsule,13.74,27.51
TWINLAB,TW0158,027434001502,L-PHENYLALANINE 500MG 60C,L-Phenylalanine 500mg,60 capsule,7.69,15.38
TWINLAB,TW1423,027434040617,L-THEANINE DOTS 60CT,L-Theanine Dots,60 ct,5,9.99
TWINLAB,TW0188,027434001694,L-TYROSINE500MG 100C,L-Tyrosine 500mg,100 capsule,9.33,18.69
TWINLAB,TW0189,027434001724,L-TYROSINEPLUS 100C,L-Tyrosine Plus 500mg,100 capsule,11.03,22.04
TWINLAB,TW1420,027434037464,LCARNATN FUEL1100 WLDBERY 16OZ,L-Carnitine Fuel 1100 Wildberry,16 oz,16.58,27.64
TWINLAB,TW0447,027434007214,LIQ VITC W.CAL-ASCO 16OZ,Liquid C 300mg w/Calcium Ascorbate,16 oz,10.99,18.31
TWINLAB,TW0446,027434007207,LIQ VITC W.CAL-ASCOR 8OZ,Liquid C 300mg w/Calcium Ascorbate,8 oz,6.3,10.5
TWINLAB,TW0332,027434010191,LIQUI-K 16 FL OZ,Liqui-K,16 oz,6.3,12.6
TWINLAB,TW0335,027434010207,LIQUI-K PLUS 16FL OZ 99M,Liqui-K Plus Potassium 99mg/Magnesium 100mg,16 oz,15.07,30.12
TWINLAB,TW1309,027434031851,LIQUID E 8OZ,Liquid E,8 oz,21,35
TWINLAB,TW0603,027434016476,LIQUID PROPLS W-HRBS 1OZ,Bee Propolis Liquid w/Herbs,1 oz,8.89,17.8
TWINLAB,TW0174,027434001595,LPP TABS 1000MG 100T,LPP 1000mg,100 tablet,11.03,22.04
TWINLAB,TW0171,027434002295,LPPLIQ PROT 16OZ IMPRVD,LPP Liq Protein Improved 15 gm per oz,16 oz,10.08,16.79
TWINLAB,TW0398,027434008945,LUTEIN 20MG 30C,Lutein 20mg,30 capsule,11.58,19.3
TWINLAB,TW0397,027434008938,LUTEIN 6MG 100C,Lutein 6mg,100 capsule,11.88,19.79
TWINLAB,TW0321,027434010214,MAGNESIUM 100C 400MG,Magnesium 400mg,100 capsule,4.95,12.44
TWINLAB,TW0217,027434010238,MAGNESIUM 400MG 200C,Magnesium 400mg,200 capsule,9.38,18.73
TWINLAB,TW0504,027434011334,MALE FUEL 120C,Male Fuel,120 capsule,28.6,47.67
TWINLAB,TW0503,027434011327,MALE FUEL 60C,Male Fuel,60 capsule,15.13,25.21
TWINLAB,TW0323,027434010221,MANGANESE 100C 10MG,Manganese 10mg,100 capsule,5.51,11.01
TWINLAB,TW1340,027434034098,MASS FUEL EXTREME CHOC 5.95##I,Mass Fuel Extreme Chocolate,5.95 lb,48.12,80.21
TWINLAB,TW1339,027434034104,MASS FUEL EXTREME VANILLA 5##I,Mass Fuel Extreme Vanilla,5.95 lb,48.12,80.21
TWINLAB,TW0862,027434002844,MAXI-LFE CO Q10 FORM 120C,Maxilife CoQ10 Formula,120 capsule,27.53,55.07
TWINLAB,TW0706,027434012669,MAXILIFE CHKN COLAGN 60C,Maxilife Chicken Collagen Type II,60 capsule,14.3,28.61
TWINLAB,TW0744,027434010832,MAXILIFE GLUC-CSA FRM120T,Maxilife Glucosamine & Chondroitin Sulfate Formula,120 tablet,43,71.65
TWINLAB,TW0408,027434011822,MAXILIFE MEGA SOY 60C,Maxilife Mega Soy,60 capsule,19.81,33.02
TWINLAB,TW0518,027434006576,MAXILIFE RICE TOCO 60SG##V,Maxilife Rice Tocotrienols 50mg,60 softgel,26.43,44.05
TWINLAB,TW0804,027434001977,MCT FUEL 16 OZ,MCT Fuel Medium Chain Triglycerides,16 oz,12.08,20.13
TWINLAB,TW1195,027434021302,MEGA B-12 DOTS 5000MCG VEG 30D,Mega B-12 Dots Vegetarian Formula 5000mcg,30 ct,8.27,16.53
TWINLAB,TW1196,027434021319,MEGA B-12 DOTS 5000MCG VEG 60D,Mega B-12 Dots Vegetarian Formula 5000mcg,60 ct,13.79,27.55
TWINLAB,TW0318,027434005197,MEGA CHROMIUM PICOL 100C,Mega Chromium Picolinate,100 capsule,10.44,20.9
TWINLAB,TW0523,027434008501,MEGA CREATINE FUEL 120C,Mega Creatine Fuel,120 capsule,24.53,40.88
TWINLAB,TW0522,027434008495,MEGA CREATINE FUEL 60C,Mega Creatine Fuel,60 capsule,13.07,21.79
TWINLAB,TW1386,027434037044,MEGA D3 5000 IU DOTS 100CT,Mega D3 5000 IU Dots,100 ct,6.53,13.25
TWINLAB,TW0732,027434009935,MEGA GLUTAMINE FUEL 120C,Mega Glutamine Fuel,120 capsule,28.6,47.67
TWINLAB,TW0375,027434004701,MEGA L-CARNITINE 90T,Mega L-Carnitine 500mg,90 tablet,30.28,60.59
TWINLAB,TW0760,027434001861,MEGA TWIN EPA 60SG,Mega Twin EPA,60 softgel,18.49,30.82
TWINLAB,TW0951,027434036177,MEGABROMELAIN 300MG 60C##V,Mega Bromelain 300mg (600 gdu),60 capsule,8.55,17.09
TWINLAB,TW0952,027434050692,MEGABROMELAIN 300MG 90C,Mega Bromelain 300mg (600 gdu),90 capsule,12.1,24.2
TWINLAB,TW0325,027434005142,MEGACITRIMAX 100C,Mega Citrimax,100 capsule,15.09,25.15
TWINLAB,TW0783,027434016858,MEGACO-Q10 30MG 100C,Mega CoQ10 30mg,100 capsule,20.94,41.88
TWINLAB,TW0778,027434001830,MEGAL-CARNITINE 60T,Mega L-Carnitine 500mg,60 tablet,21.46,42.95
TWINLAB,TW0886,027434001656,MEGAL-GLUTATHION250MG60C,Mega L-Glutathione CP 250mg,60 capsule,19.81,39.64
TWINLAB,TW0988,027434006675,MEGAPRMRS OIL 1300 60C,Mega Primrose Oil 1300,60 capsule,12.54,20.9
TWINLAB,TW0807,027434001984,MEGATAURINE 50C,Mega Taurine,50 capsule,4.95,9.87
TWINLAB,TW0320,027434005111,MELATONIN CAPS 60C  3MG,Melatonin 3mg,60 capsule,5.92,9.87
TWINLAB,TW1385,027434032094,MELATONIN DOTS 3MG 60CT,Melatonin Dots 3mg,60 ct,3.27,6.49
TWINLAB,TW1354,027434031981,METABOLIFE EXTENERGYTAB50CT,Metabolife Ext Energy Tab,50 ct,12,18.99
TWINLAB,TW1360,027434034890,METABOLIFE GREEN TEA VIT D 50T,Metabolife Green Tea with Vitamin D,50 tablet,7.5,12.99
TWINLAB,TW1357,027434032018,METABOLIFE GREEN TEATAB90CT##V,Metabolife Green Tea Tab,90 ct,17.99,24.99
TWINLAB,TW1353,027434040242,METABOLIFE ULTRATAB 45CT,Metabolife Ultra Tab,45 ct,17.99,24.99
TWINLAB,TW1384,027434035965,METABOLIFT EF-SF (5-11) 120##V,Metabolift EF-SF (5-11),120 tablet,21.42,35.7
TWINLAB,TW1370,027434035958,METABOLIFT EF-SF (5-11) 60T,Metabolift EF-SF (5-11),60 tablet,10.99,18.32
TWINLAB,TW1365,027434035361,MTB SLNDR SATSFACTN CHOC .81LB,Metabolife Slender Satisfaction Tub Chocolate,0.81 lb,16.67,24.99
TWINLAB,TW1366,027434035378,MTBSLENDR SATISFACTN VAN .81LB,Metabolife Slender Satisfaction Tub Vanilla,0.81 lb,16.67,24.99
TWINLAB,TW0348,027434009164,MULTI MINERAL CAPS 180C,Multi Mineral,180 capsule,10.48,20.94
TWINLAB,TW0702,027434036009,NA-PCA 8 OZ SPRAY,Na-PCA Spray,8 oz,5.04,10.08
TWINLAB,TW0703,027434036016,NA-PCA W ALOE VERA 8OZ SPRAY,Na-PCA Spray w/Aloe Vera,8 oz,5.28,10.5
TWINLAB,TW0813,027434002110,NAC 600MG 60C,NAC N-Acetyl-Cysteine 600mg,60 capsule,9.89,19.79
TWINLAB,TW1397,027434037686,NACFUEL (N-ACETYL CYSTEINE)90C,Nac Fuel (N-Acetyl Cysteine),90 capsule,16.35,27.24
TWINLAB,TW0426,027434006316,NIACIN B-3 1000MG 100C,Niacin (B-3) 1000mg,100 capsule,8.82,17.63
TWINLAB,TW0425,027434006309,NIACIN B-3 500MG 100C,Niacin (B-3) 500mg,100 capsule,5.51,11.01
TWINLAB,TW1314,027434037303,NITRIC FUEL 180T,Nitric Fuel,180 tablet,47.69,79.48
TWINLAB,TW1392,027434036948,NITRIC FUEL 90TAB,Nitric Fuel,90 tablet,25.04,41.73
TWINLAB,TW0973,027434020619,NO FLUSH NIACIN 50C,No Flush Niacin,50 capsule,11.03,22.04
TWINLAB,TW1320,027434032209,OCUGUARD OMEGA 60SG,Ocuguard Omega,60 softgel,16.51,27.51
TWINLAB,TW0400,027434032070,OCUGUARD PLUS 120C,Ocuguard Plus,120 capsule,30.77,51.27
TWINLAB,TW0488,027434032063,OCUGUARD PLUS 60C,Ocuguard Plus,60 capsule,16.51,27.51
TWINLAB,TW1293,027434031059,OMEGA 3 CARDIO KRILL OIL 60SG,"Krill Oil, Cardio",60 softgel,22.05,44.09
TWINLAB,TW0693,027434032179,OMEGA-3 100SG,Omega-3,100 softgel,11,22
TWINLAB,TW0692,027434032162,OMEGA-3 50SG,Omega-3,50 softgel,5.48,10.97
TWINLAB,TW0440,027434006378,PABA 500MG 100C,PABA 500mg,100 capsule,7.72,15.42
TWINLAB,TW0610,027434015042,PANCREATIN 50C,Pancreatin Quadruple Strength 500mg,50 capsule,6.62,13.22
TWINLAB,TW0222,027434006460,PANTOTHENIC ACID 500M 200C,Pantothenic Acid (B-5) 500mg,200 capsule,14.33,28.65
TWINLAB,TW0443,027434006408,PANTOTHENIC ACID B5 500MG 100C,Pantothenic Acid (B-5) 500mg,100 capsule,7.72,15.42
TWINLAB,TW0331,027434010344,POTASSIUM 180C 99MG,Potassium 99mg,180 capsule,6.23,12.44
TWINLAB,TW0330,027434010337,POTASSIUM 90C 99MG,Potassium 99mg,90 capsule,3.86,7.71
TWINLAB,TW1363,027434035644,POWER FUEL POWDER 800GM##V,Power Fuel Powder,800 gm,33.49,66.95
TWINLAB,TW0036,027434009188,PRE-NATALFORMULA 120C,Pre-Natal Formula,120 capsule,15.03,29.69
TWINLAB,TW1447,027434041065,PS GUMMIES 60CT,PS Gummies,60 ct,15,29.99
TWINLAB,TW0367,027434004343,PYCNOGENOL 50MG 60C,Pycnogenol 50mg,60 capsule,31.75,52.91
TWINLAB,TW0651,027434007221,QUERCETIN PLUS C 50C,Quercetin Plus C 500/1400mg,50 capsule,9.33,18.69
TWINLAB,TW0806,027434002004,QUERCETIN W C 100C,Quercetin Plus C 500/1400mg,100 capsule,16.51,33.02
TWINLAB,TW1344,027434036559,RESVERATROL MAX DOTS 60T##V,Resveratrol Max Dots,60 tablet,8.39,16.79
TWINLAB,TW1301,027434031387,RIPPED FUEL 5X 40TABS,Ripped Fuel 5X,40 tablet,22.49,37.48
TWINLAB,TW1382,027434035989,RIPPED FUEL EF-SF (5-11) 120T,Ripped Fuel EF-SF (5-11),120 tablet,31.91,53.18
TWINLAB,TW1381,027434035972,RIPPED FUEL EF-SF (5-11) 60T,Ripped Fuel EF-SF (5-11),60 tablet,16.76,27.94
TWINLAB,TW1247,027434035996,RIPPED FUEL EPHEDRAFREE200T,Ripped Fuel Ephedra Free,200 tablet,40.91,68.18
TWINLAB,TW1244,027434022491,RIPPED FUEL EXTRM EPHEDRA FREE,Ripped Fuel Extreme Ephedra Free,60 capsule,20.29,33.82
TWINLAB,TW1430,027434040792,RIPPED FUEL PHYSIQUE 96C,Ripped Fuel Physique,96 capsule,19.99,29.99
TWINLAB,TW1307,027434031738,RIPPED FUEL XTENDR 90T,Ripped Fuel Xtendr,90 tablet,23.85,39.76
